query,misspelled_query
داروخانه دکتر کرمی جمالزاده,داروخانه دکتر خرمی جمالزاده
مدرسه زینب کبری شیراز,مدرسه زیمنب جبری یراز
فست فود دیشلمه تسلیحات,فسا فود دیشلمه تسلیحات
فروشگاه رفاه کردکوی,فرشگاه رفآه کردکپوی
پارچه فروشی ربانی قم,پارچه فروشی ربانی ثم
مدرسه خلیج فارس قزوین,مدرسە لیج فارس قزوین
صندوق علی اکبری کاشمر,صندو ق علی اکبری کعشمر
برج لواسان مشهد,برج لوعسان مشهد
بانک پاسارگاد محمدشهر,بانک‌پاسارگاز‌محمدشهل
خیابان مجتبایی شریعتی,خبیابان‌مجتبایی‌ریعتی
هوم سنتر پاسداران,هوم سنتر  پاسداران
منو رستوران مدائن مشهد,منو رستوران مذائنمسشهد
تالار معلم اسکو,آتالار معلم اسکو
بازار صفا خرمشهر,نازار صغا خرمشهر
اکبر جوجه پرند,اکبذ -وجه پرند
مدرسه شهدای فلسطین مشهد,مدژسه شهدای للسطین شهد
عکاسی ماهور واوان,کاسی ماهتر واوان
استخر مرتضوی بیرجند,استخر مرتضوی بیرجندی
شماره پلیس مبارزه با مواد مخدر قم,شکاره پلیش مبتارزه یبا مواد چخدر قم
قطعه ۲۰ بهشت زهرا,قطعه ۲۰ قهشت زهرا
آقای مبل مشهد,آقای مبل مشهدی
کافه فیروزه قم,کافهفیروزه قم
مرغ بریان ستارخان,مرغک بریان ستارخان
خیابان اکباتان تهران,خیابان اکلاتان تهران
اداره اوقاف رشت دانای علی,ادعاره اوقاف دشت دانای ع لی
باشگاه اترس پونک,بانگاه اتر س پونک
دفتر مرکزی داروپخش,دفتر مرزی داروپخش
نقشه مسکن مهر رشت,نقشه مسکنمهر گشت
آبگرم کش و سنگ بنه رامسر,آبجرم‌مکش‌و‌سنگ‌بنه‌رامسر
سینما بهمن اندیمشک,سبنما بهمن داندیمشک
چاپار تربت حیدریه,چاپاری تربت حیدریه
لباس مجلسی اکبرآباد,لباسمجلسی اکبرآباد
پارچه سرای ترنج دزفول,پارچه س رای ترنج دزفول
چرم فروشی خیابان مطهری مشهد,چرم فروش خیعابان مطهری مشهد
آرایشگاه آنالی ورامین,آرایشگاه انالی ورامین
حسینیه حجت نازی آباد,حسینیه حجت نازی آبام
مهمانسرای نیروی انتظامی اهواز,مهنانسرای نیرو ی انتظاری آهواز
خوابگاه دانشگاه علوم پزشکی آبادان,خوعبگاه دانشگاهی  علوم پزشکیآبادان
نمایندگی دوچرخه کراس در تهران,نمایندگی دوچرخه گراس در تهران
نمایندگی دلسی میرداماد,نماین دگی دلسی میرداماد
سالن سیروس صابر کرج,سارلن سیروس صابر کرج
پیتزا نارنج مهریز,پیتزا نارنگ مهریز
نظام مهندسی ملایر,نظان مهندسی ملایر
مدرسه ریحانه النبی قم,مدرسه ریحاخه النیبی قم
رستوران گوارا شیراز,رستورانت گ وارا شیردز
مرکز مشاوره بنیاد شهید غرب تهران,مرکز مشاورت بنیاد شعید غرب نهران
چهار راه پاسداران,چهار راه پعسداران
یوروبانجی پارک ارم,یوروبان۰یآپارک ارم
مجتمع ستاره یزد,مجتمع ستاره یزدل
آموزشگاه زبان همفکران تبریز,اموزشگاه رزبانهمیاران تبریزی
خوابگاه دانشگاه مالک اشتر,خوابگاه ذانشگاه مالک اشتر
رستوران وزارت امور خارجه نیاوران,رستوان وزارت  امور خارجه نیاوران
رستوران ترنج آمل,رستوران تر نج آحمل
رستوران فرزاد اردبیل,رستوران فرزاد ارپدبیل
هنرستان رازی آمل,وهنرستان رازی آمل
نقشه درود فرامان کرمانشاه,نقشه دود فرامان کرمانشاه
داروخانه دکتر پریسا نوروزی,داروخانه دکتر اریسانوروزی
هایس برگر شهرک ولیعصر,هایس برگ شهرک ولعصر
دکتر حبیبی وند دندانپزشک تبریز,دکتر حبیبی ونی دندانپزشک خبریز
رستوران عمو سعید طالقان,رستوران عم و سعید طالقان
افق کوروش شهران,افق ک وروش شهران
مهد کودک فوژان نظرآباد,هد کودک فوژان نظرآباد
باطری سازی کرامت بندرعباس,باطریسازی جرامت بندرعباس
مسجد امام رضا پردیسان قم,مسجداما م‌بضا‌پردبسان‌قم
داروخانه شفا بوشهر,داروخانه‌شفا‌نوشهر
ساندویچی مادر علی اباد کتول,ساندویچی مادر علم ابتد کتول
ایوان خانه معمار,ایلان خدانه معمار
میدان بیمه همدان,نیدان بیمه همدان
رستوران پارس علویجه, رستوران پارس علویجه
مجتمع آموزشی درمانی امام علی کرج,مجمع آمچوزشیدرمانی احام علی حرج
موسسه اندیشه مثبت بهنام بستان,م وسسه اندیشه مثبت بهکام بستان
شرکت تابا الکترونیک پرند,خرکت  تابا دلکترونیک پرند
مجتمع باران دولت اباد,مجتمعبران دولت ابادر
شهر یخی اصفهان,شهن نخی اصفهان
املاک سعید اصفهان,افلاکسعید اصفهدن
تالار محبوب یزد,نالار کحبوب یزد
پارک بانوان بافق,پارک بانودن بافق
کیانشهر میدان امام رضا,کیانشهر میدان اما رضا
درمانگاه سلامت بابل,درمانگاه‌سلامت‌بابل
استخر صدف گرگان,استار صدف گرگان
پیتزا بی مزه محمودآباد,پیتزا بی مزه محمودذباد
پاساژ الماس خیابان ایران,پاساژ القاس خیابان ایران
کلینیک دندانپزشکی پاسارگاد شیراز,کلینیک دمدانپزشکی پاسارگاز شیراز
آدرس مطب دکتر ناصر شعیبی در مشهد,آپرس محبدکتر ناصری شیبی در مشد
پاساژ ایفل اصفهان,پاساژ ایل اصفهان
فلکه اول کوثر قزوین,فلکه اول کویر قزوین
ادرس شیرخوارگاه بجنورد,ادرس شیرخ وارگاه بجنورد
پیتزا هیزم بجنورد,پیتزا هیزمبجنورد
چوبکده اهورا رشت,چوبکده هورا رشت
رستوران کدو تنبل مشهد,رستورام کدن تنبل مشهد
خانه معلم دامغان,مانه معلمی دامغان
مرکز مشاوره حال خوب شاهرود,مرکز‌مشاوره‌حال‌خوب‌شاهرود
سازمان حج و زیارت گرگان,سازمان‌حج‌و‌زیالت‌ارگان
زیبادشت کرج نقشه,زیبادشت فرج نقشه
تولیدی لباس ورزشی مشهد,تولیدی لباس ورزشیمسهد
خیابان جمهوری بوشهر,خیابان جمهوری نوشهر
مرکز تعویض پلاک سنندج,مرز‌تعویض‌پلاک‌سنندج
مجموعه ورزشی ارکیده,مجوعه ورزشی ارکیده
مدرسه قمصری ورامین,مدرسه قمصر ی ورامین
تالار یاس رضوانشهر یزد,پالار ثیاس رضوانشهر دزد
استخر مخابرات اهواز,ایستخر مخابرات اهواز
آبشار هفتگانه تیرکن,آبشار هفتکانه تیرکن
اداره پست شریف آباد,ادارت پست شریف آباد
آزمایشگاه مهر شیراز,آزمایشگاه مهر شیرازک
مدرسه جوادالائمه شهر قدس,مدرسه جوادالائمه شهر قاس
هایدا امام زاده حسن,هایدا امام زاده حین
سالن گلبارنژاد شیراز,سالن گلبارنژادشیرازک
رستوران هخامنش تهران,رسپوران تخامنش تخهران
مدرسه آینده سازان پرند,مدرسه آینده سا زان پرند
نمایندگی فروش قابلمه لاوان,نمایندگی فروش قائیمه لاوان
نان گندمک اصفهان,نتن گندمک اصفهان
نمایشگاه زاهدان جاده گوربند,نمایشگاه زاهدان داده گوربند
مرکز مشاوره طاقت اراک,مرکز مشاوره طابقت اراک
اکبر جوجه تهرانسر,اکبر کوجه تهرانسر
کبابی احمد رشت,کبابیاحمد پشت
بلوار قدس سمنان,بلوار ۴قدس سمنان
لوازم ورزشی میدان رهبر,لوازم ورزشی میدام رهبر
کی اف سی سیرجان,کیاف سی  سیرجان
بانک ملت پاسداران,بانک ملپ پاسداران
سایت دانشگاه فرماندهی و ستاد آجا,سایت دانشگاه فرماندهی و ست اد آج
آموزشگاه کسری سنندج,آکموزشگاه یسری سنندج
دانشگاه امام حسین همدان,دانشگاه انام حسین همدان
آدرس آکادمی یاسان,آدژس‌آکادمی‌یاسان
پیتزا پردیس شهرضا,پیتزا پردیس شهژضا
مبلمان سرو سبز,مبلمان سروطبز
آتلیه ویلو اراک,ذتلیه نیلو ازراک
ميدان شريفي هروي,مياان شریفا هروي
آدرس فرمانداری زاهدان,آدرس فرمانداری اهدان
بیمارستان کاشانی شهرکرد,بیمارستتان کابانی شهرکرد
شرکت نارگان تهران,شرکت نارگان تخران
پارچه فروشی نفیس شهر قدس,پارچه‌فروشی‌نفیس‌شهر‌عدس
سالن ورزشی یاغچیان تبریز,سان  ورزشی یاغچیان تبریز
مسیر خط 28/1 مشهد,مسیر خط 28/1 مشهدی
فروشگاه چرخ خیاطی عبدی کرمانشاه,فروسگاه چرخ خیاطز عبذی کرمانشاه
